date,precip,pet,q_obs
1980-01-01,0.0,0.0,0.7109999999999181
1980-01-02,0.0,0.0,0.6949999999999223
1980-01-03,0.0,0.0,0.6789999999999263
1980-01-04,0.0,0.0,0.6729999999999632
1980-01-05,0.0,0.0,0.6569999999999673
1980-01-06,1.23,0.0,0.6349999999999141
1980-01-07,3.07,0.0,0.6189999999999183
1980-01-08,1.17,0.0,0.6029999999999223
1980-01-09,0.05,0.0,0.5859999999999794
1980-01-10,0.34,0.0,0.5809999999999632
1980-01-11,1.41,0.0,0.5759999999999468
1980-01-12,16.09,0.09,0.5699999999999836
1980-01-13,0.21,0.0,0.5649999999999673
1980-01-14,1.32,0.0,0.5699999999999836
1980-01-15,1.27,0.08,0.5699999999999836
1980-01-16,0.0,0.0,0.5809999999999632
1980-01-17,0.0,0.0,0.5919999999999428
1980-01-18,3.11,0.04,0.5969999999999591
1980-01-19,0.0,0.11,0.6029999999999223
1980-01-20,1.61,0.0,0.5919999999999428
1980-01-21,0.0,0.0,0.5859999999999794
1980-01-22,0.0,0.0,0.5859999999999794
1980-01-23,4.86,0.0,0.5809999999999632
1980-01-24,1.26,0.0,0.5649999999999673
1980-01-25,0.0,0.0,0.55899999999991
1980-01-26,0.0,0.0,0.5479999999999304
1980-01-27,0.0,0.0,0.5379999999999918
1980-01-28,0.0,0.0,0.6349999999999141
1980-01-29,0.0,0.0,0.6239999999999346
1980-01-30,0.0,0.0,0.5049999999999591
1980-01-31,0.0,0.0,0.49399999999997957
1980-02-01,0.34,0.0,0.48300000000000004
1980-02-02,0.41,0.0,0.47799999999998366
1980-02-03,0.5,0.0,0.46199999999998775
1980-02-04,0.0,0.0,0.4509999999999141
1980-02-05,0.34,0.0,0.43399999999997135
1980-02-06,0.05,0.0,0.42399999999993865
1980-02-07,0.0,0.0,0.4129999999999591
1980-02-08,0.0,0.0,0.4019999999999795
1980-02-09,0.0,0.0,0.39099999999999996
1980-02-10,0.0,0.0,0.38599999999998363
1980-02-11,0.0,0.0,0.37499999999991007
1980-02-12,0.0,0.0,0.36899999999994687
1980-02-13,0.0,0.0,0.3639999999999305
1980-02-14,0.0,0.0,0.3579999999999673
1980-02-15,0.0,0.0,0.3479999999999346
1980-02-16,4.19,0.0,0.3479999999999346
1980-02-17,4.97,0.0,0.3419999999999714
1980-02-18,0.0,0.0,0.33699999999995506
1980-02-19,0.0,0.0,0.3309999999999918
1980-02-20,0.11,0.0,0.3309999999999918
1980-02-21,0.69,0.0,0.3309999999999918
1980-02-22,0.15,0.0,0.3259999999999755
1980-02-23,4.51,0.0,0.3199999999999183
1980-02-24,0.1,0.0,0.3199999999999183
1980-02-25,1.64,0.0,0.3199999999999183
1980-02-26,0.0,0.0,0.3149999999999959
1980-02-27,0.0,0.0,0.3149999999999959
1980-02-28,0.06,0.0,0.30999999999997957
1980-02-29,0.03,0.0,0.30999999999997957
1980-03-01,0.0,0.0,0.30399999999992233
1980-03-02,0.0,0.0,0.30399999999992233
1980-03-03,0.0,0.0,0.30399999999992233
1980-03-04,0.0,0.0,0.299
1980-03-05,1.52,0.0,0.299
1980-03-06,2.41,0.09,0.299
1980-03-07,0.01,0.0,0.29299999999994275
1980-03-08,2.17,0.01,0.29299999999994275
1980-03-09,5.83,0.06,0.29299999999994275
1980-03-10,2.51,0.07,0.29299999999994275
1980-03-11,16.37,0.19,0.29299999999994275
1980-03-12,1.04,0.0,0.29299999999994275
1980-03-13,0.74,0.0,0.29299999999994275
1980-03-14,11.36,0.0,0.29299999999994275
1980-03-15,3.53,0.0,0.2879999999999264
1980-03-16,0.57,0.0,0.2879999999999264
1980-03-17,0.3,0.0,0.29299999999994275
1980-03-18,31.32,0.22,0.29299999999994275
1980-03-19,0.0,0.0,0.29299999999994275
1980-03-20,0.0,0.0,0.299
1980-03-21,0.0,0.0,0.30399999999992233
1980-03-22,0.0,0.23,0.30999999999997957
1980-03-23,0.0,0.27,0.3199999999999183
1980-03-24,0.0,0.15,0.3419999999999714
1980-03-25,1.19,0.23,0.37499999999991007
1980-03-26,4.26,0.23,0.4129999999999591
1980-03-27,0.63,0.24,0.43999999999993455
1980-03-28,0.0,0.27,0.47799999999998366
1980-03-29,0.0,0.33,0.4999999999999427
1980-03-30,0.0,0.28,0.5649999999999673
1980-03-31,0.0,0.21,0.6189999999999183
1980-04-01,0.0,0.33,0.6789999999999263
1980-04-02,0.0,0.45,0.7279999999999549
1980-04-03,0.51,0.57,0.7599999999999468
1980-04-04,2.92,0.67,0.8479999999999713
1980-04-05,2.27,0.62,0.9309999999999796
1980-04-06,0.24,0.31,0.9979999999999917
1980-04-07,0.0,0.38,1.0599999999999876
1980-04-08,0.03,0.68,1.1839999999999795
1980-04-09,0.0,0.9,1.4879999999999958
1980-04-10,8.25,0.83,1.802999999999992
1980-04-11,7.61,0.91,2.4539999999999957
1980-04-12,1.03,0.84,3.1929999999999303
1980-04-13,2.98,0.89,4.301
1980-04-14,0.0,0.83,5.397999999999995
1980-04-15,9.28,0.98,5.92999999999993
1980-04-16,0.27,0.82,6.038999999999968
1980-04-17,0.05,0.32,5.842999999999947
1980-04-18,0.0,0.49,5.5709999999999225
1980-04-19,0.17,0.59,5.353999999999984
1980-04-20,1.67,0.89,5.006999999999995
1980-04-21,4.87,0.76,4.89799999999996
1980-04-22,1.42,0.4,5.049999999999968
1980-04-23,5.15,0.67,5.15899999999991
1980-04-24,2.66,0.97,5.027999999999913
1980-04-25,0.45,1.1,4.854999999999988
1980-04-26,2.75,1.04,4.658999999999967
1980-04-27,6.43,1.03,4.441999999999935
1980-04-28,0.35,0.96,4.202999999999943
1980-04-29,0.13,1.08,3.996999999999983
1980-04-30,2.42,1.16,3.7789999999999107
1980-05-01,0.0,2.03,3.57299999999995
1980-05-02,0.0,1.62,3.4859999999999673
1980-05-03,0.0,1.68,3.442999999999996
1980-05-04,0.07,1.25,3.4539999999999758
1980-05-05,0.0,1.13,3.388999999999951
1980-05-06,0.63,1.29,3.301999999999967
1980-05-07,6.14,1.16,3.1819999999999506
1980-05-08,11.93,1.31,3.1059999999999466
1980-05-09,4.66,1.31,3.116999999999926
1980-05-10,0.55,1.24,3.040999999999922
1980-05-11,0.0,1.63,2.9319999999999795
1980-05-12,0.41,2.01,2.8449999999999958
1980-05-13,1.31,1.7,2.7689999999999917
1980-05-14,12.17,1.47,2.649999999999922
1980-05-15,2.26,1.56,2.606999999999951
1980-05-16,0.0,1.72,2.606999999999951
1980-05-17,0.0,1.61,2.6279999999999633
1980-05-18,0.74,1.8,2.682999999999955
1980-05-19,4.97,1.8,2.6929999999999876
1980-05-20,0.0,1.84,2.6279999999999633
1980-05-21,0.0,2.11,2.497999999999914
1980-05-22,0.0,2.2,2.3569999999999798
1980-05-23,0.0,1.74,2.236999999999963
1980-05-24,0.0,1.76,2.1069999999999145
1980-05-25,0.0,1.41,1.976999999999959
1980-05-26,0.14,1.11,1.8789999999999958
